	A-ID	BIOLOGY1	BIOLOGY2	BIOLOGY_prac	CHEMISTRY1	CHEMISTRY2	CHEMISTRY_prac	ENGLISH1	ENGLISH2	ISLAMIYAT1	ISLAMIYAT2	MATHEMATICS1	MATHEMATICS2	PAKSTUDIES1	PAKSTUDIES2	PHYSICS1	PHYSICS2	PHYSICS_prac	URDU1	URDU2
10619	835300	37	43	27.0	33	44	25.0	34	38.0	40	35	25	71	24	32.0	37	48	25.0	45	51
10620	835305	36	6	20.0	48	20	22.0	38	28.0	45	36	25	65	28	25.0	41	43	25.0	38	53
10621	835306	35	5	27.0	51	29	25.0	70	51.0	47	42	36	60	49	30.0	38	35	17.0	61	56
10622	835307	45	22	27.0	47	30	28.0	29	37.0	43	30	25	51	34	34.0	37	29	25.0	50	51
10623	835311	41	20	22.0	50	31	24.0	44	40.0	44	19	29	68	36	31.0	42	31	24.0	42	39
10624	835312	52	35	30.0	44	32	26.0	68	58.0	46	30	50	47	43	32.0	46	23	21.0	50	59
10625	835313	36	7	24.0	39	20	24.0	27	31.0	37	25	16	46	21	23.0	34	28	24.0	43	47
10626	835317	45	32	23.0	48	32	25.0	55	58.0	46	41	46	73	36	34.0	45	54	26.0	58	56
10627	835318	27	11	28.0	32	35	26.0	54	60.0	49	39	37	52	44	31.0	36	32	21.0	58	58
10628	835319	50	28	29.0	39	31	28.0	44	43.0	43	38	31	55	31	30.0	39	27	28.0	52	55
10629	835321	41	11	24.0	36	20	25.0	25	25.0	27	19	15	42	21	21.0	26	21	24.0	40	39
10630	835325	23	9	19.0	35	27	22.0	53	52.0	47	34	25	55	37	31.0	31	38	22.0	48	53
10631	835327	44	8	24.0	42	15	22.0	35	43.0	37	23	25	38	24	25.0	29	21	22.0	44	53
10632	835330	39	8	28.0	40	32	26.0	63	51.0	47	28	58	46	37	29.0	25	31	26.0	54	50
10633	835333	52	54	30.0	60	48	30.0	51	60.0	49	43	54	75	39	33.0	44	55	30.0	56	62
10634	835337	28	35	14.0	33	42	23.0	55	45.0	47	39	26	53	32	30.0	46	45	28.0	52	55
10635	835344	44	36	26.0	44	40	24.0	28	41.0	47	35	18	73	33	34.0	25	41	23.0	50	54
10636	835346	31	20	28.0	51	39	26.0	65	48.0	47	38	39	52	48	38.0	51	41	21.0	54	53
10637	835347	37	14	11.0	45	29	24.0	53	43.0	47	38	31	46	29	27.0	42	35	20.0	54	56
10638	835351	44	29	30.0	52	40	24.0	62	55.0	47	41	54	59	45	37.0	49	48	30.0	63	59
10639	835352	39	36	13.0	45	50	26.0	59	54.0	47	40	25	64	32	35.0	46	52	20.0	60	57
10640	835357	30	9	11.0	52	41	26.0	50	36.0	48	11	28	49	33	22.0	46	38	28.0	44	43
10641	835359	43	11	10.0	46	45	25.0	57	33.0	48	37	12	63	31	18.0	47	44	21.0	47	49
10642	835361	50	44	30.0	49	55	28.0	69	60.0	48	45	43	66	47	42.0	50	55	30.0	61	64
10643	835362	35	6	25.0	33	28	23.0	12	34.0	33	19	18	52	31	31.0	32	30	24.0	47	51
10644	835363	27	26	0.0	40	30	0.0	33	25.0	38	33	25	46	17	21.0	31	34	0.0	34	35
10645	835366	31	36	10.0	46	43	22.0	45	54.0	49	34	25	54	22	28.0	43	37	20.0	39	52
10646	835369	29	17	10.0	39	21	27.0	40	33.0	41	28	25	44	19	24.0	46	34	20.0	26	47
10647	835378	52	55	28.0	54	58	27.0	70	62.0	47	45	59	75	44	34.0	53	56	30.0	56	63
10648	835381	29	15	15.0	40	27	25.0	47	15.0	45	23	25	39	30	17.0	24	33	25.0	27	37
10649	835383	44	33	14.0	47	42	22.0	55	47.0	45	37	32	43	30	31.0	44	48	25.0	52	52
10650	835386	37	38	15.0	47	50	23.0	60	57.0	46	38	37	55	33	35.0	44	41	26.0	51	56
10651	835387	41	15	29.0	44	39	27.0	37	44.0	37	33	37	55	27	30.0	44	25	24.0	48	61
10652	835389	45	17	29.0	43	46	28.0	31	49.0	35	31	30	63	20	30.0	38	37	27.0	49	44
10653	835390	29	11	13.0	42	45	21.0	33	41.0	48	34	15	63	32	36.0	38	38	18.0	51	43
10654	835392	41	20	28.0	41	36	28.0	29	28.0	37	33	29	65	31	20.0	39	28	27.0	48	47
10655	835393	38	6	17.0	41	41	24.0	53	32.0	45	25	15	47	20	17.0	40	27	22.0	35	38
10656	835396	35	6	20.0	38	28	22.0	48	25.0	45	17	5	39	27	17.0	28	20	21.0	36	34
10657	835399	28	17	18.0	44	40	24.0	54	51.0	46	37	25	50	24	28.0	32	37	25.0	47	51
10658	835400	36	41	26.0	42	49	28.0	58	64.0	43	41	64	64	46	32.0	55	39	21.0	51	56
10659	835402	45	16	29.0	36	47	28.0	63	58.0	48	41	39	61	37	28.0	45	48	18.0	48	55
10660	835405	28	8	18.0	37	11	24.0	46	29.0	42	25	26	33	19	20.0	34	33	21.0	25	35
10661	835406	25	40	0.0	25	40	0.0	35	18.0	21	27	12	38	23	24.0	27	36	0.0	25	34
10662	835408	31	7	17.0	42	36	26.0	44	42.0	47	40	26	51	28	30.0	47	45	22.0	49	47
10663	835414	36	27	29.0	47	54	25.0	62	61.0	49	45	40	51	33	31.0	50	51	21.0	50	54
10664	835417	36	26	24.0	39	32	24.0	61	50.0	49	43	25	37	29	24.0	43	41	27.0	52	48
10665	835423	47	34	25.0	45	51	24.0	56	57.0	49	43	37	74	33	31.0	53	54	25.0	55	56
10666	835425	38	11	24.0	39	29	24.0	53	29.0	46	34	28	27	29	22.0	32	22	27.0	44	41
10667	835427	39	9	25.0	37	30	24.0	58	33.0	49	43	29	44	27	27.0	37	26	27.0	50	52
10668	835429	43	8	23.0	35	27	26.0	60	31.0	49	37	26	34	29	27.0	43	27	28.0	45	44
10669	835430	47	7	23.0	43	42	28.0	36	52.0	45	35	20	47	32	26.0	27	37	21.0	49	56
10670	835431	43	44	19.0	47	56	24.0	63	59.0	49	43	47	68	28	36.0	50	37	25.0	55	59
10671	835442	38	13	26.0	43	32	28.0	49	37.0	46	30	17	46	31	29.0	33	27	27.0	44	46
10672	835452	39	20	29.0	45	33	29.0	29	48.0	46	29	10	48	31	26.0	22	20	28.0	47	46
10673	835455	42	38	29.0	43	40	27.0	32	46.0	46	42	28	67	37	33.0	40	28	22.0	42	61
10674	835457	46	41	28.0	45	45	27.0	40	50.0	49	43	32	69	36	34.0	35	34	25.0	53	56
10675	835460	39	14	27.0	43	26	25.0	36	27.0	44	38	31	63	29	32.0	34	34	27.0	48	46
10676	835466	43	39	26.0	48	35	28.0	48	59.0	50	44	41	69	36	32.0	28	33	27.0	54	60
10677	835467	43	28	26.0	46	29	26.0	34	47.0	48	35	36	65	29	31.0	21	32	24.0	47	56
10678	835469	45	26	30.0	51	29	30.0	48	56.0	47	43	56	71	41	31.0	45	31	30.0	59	61
10679	835478	51	53	30.0	57	56	30.0	62	68.0	48	46	60	73	41	42.0	56	42	30.0	54	55
10680	835479	49	36	26.0	52	35	22.0	27	37.0	48	45	25	51	39	28.0	45	32	26.0	53	61
10681	835480	47	20	29.0	53	37	26.0	44	58.0	48	41	27	53	34	31.0	44	35	29.0	54	60
10682	835483	35	11	24.0	42	25	23.0	25	35.0	39	27	9	46	26	22.0	20	24	25.0	42	49
10683	835482	35	11	27.0	41	29	27.0	45	38.0	44	38	20	38	24	25.0	38	28	28.0	53	58
10684	835481	38	11	27.0	48	33	25.0	41	42.0	45	40	9	63	20	26.0	34	27	28.0	50	51
10685	835485	37	10	25.0	39	23	25.0	40	32.0	37	25	13	41	24	17.0	20	23	26.0	41	40
10686	835486	49	35	30.0	45	31	29.0	50	61.0	44	37	32	70	32	29.0	35	34	30.0	58	54
10687	835487	32	3	27.0	39	31	26.0	35	46.0	40	36	25	52	31	26.0	15	22	29.0	48	52
10688	835488	32	9	25.0	40	17	25.0	30	37.0	42	21	25	38	24	20.0	24	20	25.0	36	42
10689	835489	49	28	27.0	46	29	28.0	52	50.0	48	39	35	67	33	29.0	42	30	28.0	52	56
10690	835490	46	30	27.0	43	31	28.0	47	47.0	44	41	29	67	33	26.0	33	32	28.0	47	55
10691	835491	51	42	30.0	51	35	30.0	58	60.0	49	39	50	71	42	30.0	50	42	30.0	51	62
10692	835495	50	53	30.0	49	59	30.0	63	63.0	49	48	55	75	44	34.0	48	52	30.0	55	63
10693	835505	39	8	26.0	36	12	26.0	25	39.0	43	17	25	44	32	19.0	32	14	27.0	48	42
10694	835508	29	44	24.0	42	49	23.0	53	42.0	46	41	33	50	26	37.0	32	29	29.0	46	48
10695	835512	24	29	23.0	18	40	18.0	37	20.0	35	31	26	25	26	29.0	29	21	11.0	32	29
10696	835513	28	34	20.0	22	40	22.0	31	20.0	42	42	44	64	38	39.0	20	35	24.0	40	47
10697	835518	29	52	25.0	27	45	21.0	48	46.0	37	40	25	54	38	41.0	38	20	22.0	44	47
10698	835537	29	54	24.0	25	40	26.0	60	58.0	49	45	45	65	47	46.0	30	44	26.0	63	58
10699	835542	21	45	24.0	23	37	23.0	46	30.0	42	38	30	48	22	35.0	29	23	22.0	40	47
10700	835555	27	48	22.0	24	30	22.0	67	38.0	34	44	38	57	29	36.0	50	21	21.0	51	50
10701	835565	30	47	26.0	47	40	23.0	25	19.0	35	38	25	44	25	37.0	38	21	17.0	40	48
10702	835566	29	42	23.0	30	20	21.0	36	30.0	42	42	48	56	36	41.0	37	25	24.0	47	51
10703	835567	22	34	25.0	25	22	28.0	42	20.0	47	39	34	32	24	35.0	14	15	27.0	48	47
10704	835570	20	34	22.0	28	23	21.0	25	18.0	40	38	30	25	25	33.0	23	20	28.0	33	27
10705	835572	21	34	24.0	20	20	17.0	49	15.0	33	33	28	25	36	29.0	36	35	18.0	49	49
10706	835577	51	55	30.0	52	47	30.0	49	49.0	48	49	40	69	36	36.0	49	34	30.0	49	53
10707	835583	49	54	30.0	54	57	30.0	58	55.0	47	48	54	75	44	42.0	57	44	19.0	49	64
10708	835585	32	52	24.0	40	34	21.0	61	51.0	44	48	35	64	36	34.0	55	33	23.0	54	56
10709	835588	49	58	22.0	29	48	30.0	62	65.0	49	49	71	74	49	48.0	47	42	30.0	64	60
10710	835597	30	53	28.0	40	44	26.0	26	45.0	36	47	36	58	34	29.0	34	40	18.0	44	47
10711	835604	25	20	23.0	27	41	14.0	34	20.0	25	47	27	35	32	33.0	23	21	23.0	40	42
10712	835627	29	49	25.0	41	37	27.0	28	21.0	41	41	32	50	29	38.0	36	24	23.0	39	55
10713	835630	20	40	23.0	6	41	20.0	36	33.0	24	41	28	35	24	38.0	31	20	24.0	27	48
10714	835632	45	50	26.0	33	43	28.0	34	31.0	40	43	39	44	30	38.0	30	36	21.0	39	50
10715	835636	36	53	25.0	44	46	29.0	44	39.0	41	45	28	47	30	38.0	36	26	25.0	33	59
10716	835637	12	20	23.0	20	26	20.0	47	21.0	20	12	27	37	20	30.0	23	21	24.0	30	42
10717	835640	41	54	27.0	36	47	26.0	43	32.0	34	35	39	49	35	38.0	46	24	17.0	41	55
10718	835645	42	42	28.0	38	52	30.0	29	34.0	41	44	31	52	41	33.0	32	30	25.0	49	53
10719	835657	13	32	24.0	9	39	15.0	32	18.0	32	33	25	25	22	27.0	21	25	25.0	32	35
10720	835658	49	49	26.0	50	46	28.0	50	37.0	47	43	49	51	35	37.0	46	41	17.0	46	60
10721	835664	42	52	26.0	51	47	27.0	47	40.0	41	42	39	56	33	36.0	49	40	17.0	52	61
10722	835666	35	43	24.0	40	43	27.0	38	32.0	40	38	64	44	22	33.0	45	35	20.0	38	50
10723	835676	54	58	30.0	59	54	30.0	59	54.0	48	43	65	72	46	45.0	55	52	29.0	53	64
10724	835678	26	47	24.0	26	47	25.0	28	21.0	35	40	25	33	24	32.0	32	23	18.0	34	44
10725	835681	30	35	24.0	20	45	22.0	44	14.0	27	28	29	25	30	28.0	23	26	13.0	35	41
10726	835689	55	56	30.0	58	54	30.0	70	60.0	48	46	69	69	44	44.0	54	56	19.0	53	63
10727	835690	40	37	25.0	37	52	27.0	35	21.0	34	41	44	29	26	41.0	34	36	17.0	37	40
10728	835691	47	47	27.0	56	44	30.0	48	39.0	41	37	57	49	41	35.0	51	39	27.0	50	54
10729	835694	34	45	23.0	30	48	26.0	31	25.0	38	31	42	56	24	34.0	33	27	18.0	36	37
10730	835695	38	48	25.0	31	48	25.0	37	21.0	42	32	50	63	31	35.0	37	27	20.0	34	49
10731	835702	49	45	23.0	35	36	28.0	33	21.0	37	27	50	54	28	32.0	37	32	19.0	39	48
10732	835709	20	39	26.0	49	32	27.0	39	32.0	45	41	30	55	34	41.0	32	29	22.0	39	45
10733	835720	24	35	27.0	36	45	29.0	51	61.0	45	48	25	57	41	40.0	31	42	29.0	57	58
10734	835721	43	45	24.0	42	46	19.0	69	64.0	48	44	51	71	46	39.0	41	47	29.0	55	61
10735	835725	56	55	20.0	56	59	30.0	72	72.0	49	49	74	75	44	49.0	56	50	29.0	62	68
10736	835729	27	26	16.0	20	35	18.0	30	30.0	47	46	28	52	24	29.0	31	29	21.0	51	55
10737	835737	21	22	15.0	20	23	19.0	36	33.0	38	36	16	34	23	36.0	22	20	28.0	49	44
10738	835740	21	47	28.0	40	41	29.0	37	52.0	47	45	48	70	37	39.0	31	46	28.0	60	57
10739	835743	44	40	21.0	49	41	28.0	56	54.0	44	39	40	59	38	41.0	43	41	24.0	51	46
10740	835746	36	43	27.0	53	36	23.0	50	50.0	43	33	25	42	45	29.0	38	38	23.0	58	54
10741	835747	39	50	30.0	57	50	30.0	74	54.0	48	46	70	71	49	38.0	52	48	30.0	63	68
10742	835753	25	34	24.0	52	20	23.0	48	41.0	38	28	34	62	41	32.0	21	39	24.0	45	52
10743	835755	20	28	27.0	24	37	29.0	38	47.0	39	27	37	65	22	34.0	27	21	28.0	50	51
10744	835758	48	47	21.0	47	48	28.0	50	62.0	42	47	50	69	44	36.0	40	43	26.0	52	58
10745	835757	40	30	16.0	22	30	19.0	28	35.0	45	45	26	57	36	44.0	38	35	24.0	43	59
10746	835759	37	42	24.0	20	42	28.0	45	42.0	46	42	42	67	46	39.0	44	42	27.0	53	60
10747	835760	41	56	25.0	58	56	24.0	63	59.0	49	46	64	75	47	47.0	53	55	28.0	60	67
10748	835764	38	51	20.0	48	45	29.0	66	48.0	44	42	38	61	44	45.0	44	33	23.0	49	60
10749	835765	21	46	30.0	29	44	30.0	46	55.0	38	42	34	69	23	42.0	35	35	29.0	43	53
10750	835768	25	23	24.0	30	39	21.0	39	31.0	49	41	35	42	45	30.0	20	24	23.0	52	58
10751	835769	21	34	23.0	38	36	22.0	32	40.0	44	45	25	56	41	29.0	31	42	21.0	41	60
10752	835774	39	34	20.0	27	33	30.0	37	60.0	49	46	15	48	45	41.0	42	43	28.0	51	59
10753	835775	20	35	22.0	48	36	29.0	41	38.0	49	43	14	54	40	38.0	25	31	27.0	55	54
10754	835776	45	51	20.0	51	39	24.0	51	65.0	44	42	42	55	45	39.0	41	49	18.0	57	62
10755	835778	24	40	15.0	30	33	28.0	42	46.0	40	38	22	42	23	41.0	34	45	26.0	39	56
10756	835781	31	48	24.0	31	45	26.0	44	50.0	49	44	33	65	45	29.0	35	38	27.0	54	56
10757	835782	36	45	25.0	42	38	24.0	50	63.0	46	41	25	50	35	43.0	46	47	20.0	53	62
10758	835786	32	42	17.0	20	40	25.0	26	52.0	42	42	32	55	39	43.0	21	28	26.0	53	63
10759	835787	44	57	30.0	58	58	30.0	60	60.0	49	45	48	74	41	48.0	46	51	28.0	58	72
10760	835789	42	51	19.0	46	49	29.0	59	53.0	47	44	46	69	37	45.0	42	48	28.0	53	48
10761	835791	35	40	24.0	17	39	24.0	33	43.0	46	33	25	45	36	42.0	21	47	24.0	48	64
10762	835795	57	56	22.0	60	55	29.0	66	68.0	48	47	72	75	47	46.0	50	50	24.0	55	69
10763	835799	30	54	26.0	47	46	29.0	69	62.0	48	46	48	64	45	47.0	46	52	30.0	62	65
10764	835800	52	55	22.0	60	59	30.0	65	68.0	50	47	59	71	42	50.0	51	51	25.0	61	69
10765	835802	20	29	18.0	29	17	23.0	25	27.0	35	24	15	31	39	34.0	20	43	25.0	44	33
10766	835803	37	39	22.0	40	43	28.0	50	34.0	46	37	38	56	41	39.0	42	39	27.0	49	53
10767	835804	34	41	23.0	28	47	27.0	48	47.0	47	42	28	55	42	46.0	42	40	25.0	54	64
10768	835806	36	55	20.0	41	43	25.0	47	48.0	48	43	42	63	44	43.0	42	51	25.0	51	64
10769	835810	20	47	26.0	24	29	24.0	46	49.0	48	40	25	54	38	38.0	34	43	24.0	52	56
10770	835811	50	57	30.0	55	45	30.0	73	58.0	48	46	73	74	50	48.0	54	45	30.0	62	64
10771	835814	21	36	25.0	32	30	28.0	64	41.0	49	31	33	58	37	40.0	27	42	24.0	56	48
10772	835815	21	34	25.0	22	37	23.0	40	40.0	47	37	29	68	40	44.0	21	37	27.0	48	65
10773	835816	40	32	25.0	35	41	24.0	57	54.0	50	33	40	64	46	45.0	30	40	27.0	57	67
10774	835819	34	35	20.0	32	51	21.0	51	43.0	50	40	39	63	47	41.0	43	33	22.0	56	64
10775	835822	23	42	21.0	27	47	21.0	36	34.0	47	37	45	67	41	39.0	21	33	25.0	51	61
10776	835825	12	41	21.0	20	20	22.0	25	37.0	41	24	28	53	33	36.0	20	31	25.0	29	59
10777	835828	38	37	21.0	40	26	24.0	47	55.0	47	41	46	67	46	35.0	39	33	26.0	55	66
10778	835836	32	32	17.0	33	39	28.0	40	49.0	47	40	49	60	38	38.0	34	31	27.0	54	64
10779	835862	38	46	28.0	47	43	28.0	65	43.0	49	43	43	73	45	44.0	32	47	30.0	55	66
10780	835863	49	55	29.0	32	44	27.0	62	71.0	46	42	31	75	42	46.0	43	51	29.0	53	69
10781	835865	25	57	30.0	51	51	29.0	72	66.0	47	36	40	71	50	47.0	49	45	30.0	57	67
10782	835868	31	31	29.0	56	55	29.0	50	52.0	47	31	51	72	40	40.0	42	42	30.0	53	65
10783	835871	57	60	30.0	60	60	30.0	75	71.0	48	46	73	74	49	47.0	57	57	30.0	60	72
10784	835874	44	57	29.0	52	60	30.0	70	71.0	47	42	65	72	48	45.0	58	52	29.0	64	70
10785	835875	38	54	29.0	48	34	28.0	70	71.0	49	33	38	66	50	49.0	36	51	27.0	56	68
10786	835882	51	59	30.0	58	53	30.0	74	70.0	48	38	66	74	50	46.0	51	57	30.0	63	71
10787	835883	50	60	30.0	57	60	30.0	74	74.0	47	42	74	75	50	49.0	56	52	30.0	53	70
10788	835897	47	60	29.0	58	60	30.0	73	72.0	48	46	71	75	44	48.0	55	55	30.0	63	71
10789	835913	48	44	29.0	51	51	25.0	59	47.0	48	50	35	52	48	45.0	51	42	18.0	55	53
10790	835914	33	13	29.0	40	34	25.0	40	25.0	40	44	39	42	30	38.0	45	32	19.0	38	43
10791	835916	43	7	29.0	38	35	26.0	56	35.0	43	46	30	55	42	39.0	56	37	20.0	43	37
10792	835917	40	15	27.0	47	36	26.0	42	30.0	47	45	33	46	37	41.0	45	37	20.0	54	54
10793	835919	39	23	28.0	48	47	25.0	35	42.0	45	48	32	47	40	37.0	32	36	24.0	43	49
10794	835920	42	40	29.0	58	46	26.0	50	49.0	48	50	37	57	43	43.0	48	38	26.0	49	44
10795	835922	42	21	28.0	29	43	25.0	56	21.0	40	45	31	50	42	42.0	54	32	21.0	41	36
10796	835923	40	33	28.0	47	46	28.0	40	40.0	48	49	36	53	43	39.0	45	40	22.0	52	45
10797	835925	35	7	25.0	41	36	23.0	32	28.0	47	46	48	52	34	35.0	42	33	17.0	47	40
10798	835926	40	28	14.0	57	32	27.0	40	25.0	47	46	40	28	44	44.0	51	31	22.0	49	46
10799	835927	36	29	27.0	49	36	27.0	59	34.0	46	47	44	52	44	38.0	35	32	21.0	50	41
10800	835929	40	27	30.0	41	47	28.0	44	25.0	45	50	29	61	43	45.0	53	33	26.0	46	39
10801	835932	31	7	13.0	44	25	25.0	25	16.0	40	47	34	27	45	36.0	37	13	16.0	40	16
10802	835935	38	4	29.0	32	37	24.0	48	21.0	38	45	25	43	42	41.0	49	15	24.0	41	37
10803	835937	43	28	29.0	49	43	29.0	54	35.0	46	44	39	54	46	43.0	47	34	23.0	54	59
10804	835941	41	8	28.0	20	41	24.0	34	25.0	38	50	44	62	41	36.0	50	23	25.0	34	33
10805	835943	32	5	28.0	51	25	27.0	26	21.0	35	47	26	43	24	28.0	47	27	20.0	42	28
10806	835944	27	7	25.0	32	31	25.0	25	21.0	38	42	27	50	30	29.0	31	20	24.0	41	21
10807	835947	41	10	28.0	30	34	27.0	37	20.0	45	47	40	51	43	38.0	50	31	26.0	37	32
10808	835949	25	7	15.0	55	30	24.0	30	21.0	47	43	36	46	41	38.0	48	34	15.0	37	27
10809	835950	41	12	29.0	38	44	29.0	45	29.0	46	49	37	54	39	40.0	43	32	19.0	53	35
10810	835952	42	10	27.0	39	28	25.0	61	37.0	44	44	25	46	44	40.0	48	31	24.0	38	26
10811	835953	41	12	25.0	50	31	28.0	31	25.0	43	45	33	41	36	42.0	46	32	21.0	50	42
10812	835955	41	16	14.0	54	38	25.0	50	45.0	46	48	40	54	38	39.0	49	37	21.0	49	45
10813	835956	33	21	29.0	44	44	29.0	57	30.0	47	45	36	50	44	39.0	45	29	23.0	55	35
10814	835958	42	8	27.0	37	39	23.0	45	19.0	41	48	30	45	42	41.0	54	33	23.0	38	33
10815	835961	40	15	27.0	49	42	26.0	44	45.0	45	48	28	53	40	42.0	46	38	23.0	50	42
10816	835963	45	7	25.0	34	29	23.0	46	21.0	38	43	30	44	35	38.0	48	30	24.0	38	30
10817	835967	31	11	15.0	36	37	24.0	25	26.0	36	39	35	42	44	35.0	34	29	17.0	43	35
10818	835968	38	13	24.0	48	48	25.0	33	20.0	45	32	34	36	39	35.0	40	32	17.0	46	41
10819	835973	49	35	30.0	53	52	30.0	62	57.0	48	50	48	73	48	41.0	53	41	27.0	59	56
10820	835974	26	8	17.0	39	44	26.0	25	20.0	29	29	28	34	38	33.0	47	26	15.0	42	25
10821	835975	43	6	26.0	39	42	22.0	41	18.0	41	35	34	43	37	40.0	54	29	26.0	41	41
10822	835979	38	3	29.0	46	37	28.0	29	37.0	47	42	36	55	37	36.0	47	38	23.0	46	34
10823	835985	46	32	28.0	45	51	28.0	42	51.0	47	45	50	56	46	41.0	49	38	21.0	56	52
10824	835986	36	14	18.0	51	42	24.0	33	25.0	46	47	41	39	38	38.0	46	34	23.0	40	31
10825	835987	35	8	23.0	36	32	26.0	26	21.0	46	41	28	26	34	35.0	41	27	19.0	37	26
10826	835988	42	54	30.0	43	49	28.0	49	53.0	47	47	46	58	46	45.0	50	47	25.0	54	49
10827	835991	29	13	22.0	32	33	26.0	36	26.0	44	37	33	50	41	38.0	39	39	21.0	47	40
10828	835993	37	7	25.0	27	28	28.0	53	42.0	48	40	39	53	39	43.0	36	32	23.0	47	37
10829	835994	40	27	29.0	50	30	29.0	51	32.0	46	46	33	53	47	43.0	42	39	28.0	51	54
10830	835997	40	11	20.0	34	15	25.0	33	20.0	41	31	30	26	35	33.0	34	39	18.0	49	31
10831	836000	44	7	27.0	23	24	27.0	47	27.0	47	47	30	50	33	41.0	42	35	22.0	44	52
10832	836006	37	6	26.0	30	26	27.0	49	25.0	37	33	25	57	30	27.0	44	40	24.0	47	40
10833	836009	35	11	27.0	38	31	26.0	51	31.0	46	43	40	51	42	31.0	43	41	22.0	51	44
10834	836010	29	20	17.0	50	26	28.0	47	31.0	48	40	64	43	47	30.0	52	44	27.0	46	44
10835	836012	47	12	27.0	22	22	28.0	48	25.0	44	37	34	55	37	28.0	49	43	22.0	43	35
10836	836015	24	10	20.0	36	11	25.0	25	25.0	46	27	25	28	41	24.0	27	24	14.0	38	28
10837	836016	39	10	15.0	56	20	24.0	30	21.0	40	38	35	40	35	31.0	54	42	24.0	48	38
10838	836018	45	13	25.0	24	20	27.0	44	21.0	44	37	39	60	40	33.0	37	44	26.0	42	44
10839	836021	28	15	22.0	34	25	25.0	44	20.0	43	36	28	53	41	27.0	33	37	17.0	47	34
10840	836023	46	20	28.0	49	35	26.0	45	36.0	48	48	51	70	47	37.0	46	43	22.0	52	40
10841	836024	38	16	27.0	42	35	28.0	47	40.0	47	47	40	57	38	37.0	51	41	25.0	49	48
10842	836027	41	15	23.0	47	30	25.0	40	21.0	37	31	41	51	39	26.0	45	39	21.0	42	41
10843	836030	44	9	28.0	22	38	25.0	44	33.0	46	44	29	62	39	33.0	39	45	24.0	45	42
10844	836029	51	59	30.0	55	55	30.0	71	68.0	48	50	64	75	49	45.0	55	58	30.0	62	58
10845	836033	42	6	22.0	31	26	25.0	25	20.0	39	22	32	47	34	27.0	25	39	15.0	47	37
10846	836034	31	10	26.0	47	25	28.0	29	21.0	39	45	31	50	30	30.0	38	40	13.0	40	40
10847	836035	37	9	25.0	20	28	25.0	41	19.0	41	46	25	53	35	33.0	39	39	23.0	41	44
10848	836039	25	16	23.0	35	26	28.0	33	15.0	35	37	25	57	40	25.0	33	31	16.0	38	34
10849	836040	24	12	25.0	21	23	27.0	30	17.0	29	39	22	48	26	20.0	28	22	20.0	37	38
10850	836045	44	20	28.0	45	39	28.0	48	28.0	46	36	47	52	39	36.0	43	36	23.0	43	38
10851	836044	27	23	28.0	39	42	28.0	34	34.0	45	37	40	50	38	37.0	44	36	17.0	46	42
10852	836049	26	14	21.0	28	20	26.0	29	16.0	31	29	17	39	32	20.0	22	36	16.0	27	34
10853	836054	25	11	24.0	42	22	25.0	33	19.0	41	43	38	32	42	31.0	34	38	23.0	51	34
10854	836055	36	20	29.0	47	36	26.0	59	44.0	46	45	31	44	38	39.0	49	42	24.0	49	47
10855	836059	42	25	29.0	50	38	28.0	53	35.0	47	46	45	40	41	35.0	45	43	26.0	51	55
10856	836064	27	13	22.0	25	30	25.0	28	19.0	43	42	25	39	30	27.0	31	39	12.0	43	46
10857	836066	34	13	21.0	22	25	27.0	25	20.0	37	45	26	34	34	26.0	22	30	19.0	43	42
10858	836068	35	17	24.0	43	15	26.0	30	26.0	38	42	39	27	37	29.0	41	37	19.0	42	29
10859	836069	48	30	30.0	52	46	26.0	58	45.0	48	44	46	63	41	38.0	45	36	23.0	52	38
10860	836070	20	20	21.0	22	12	27.0	26	21.0	26	30	26	31	32	20.0	28	29	20.0	37	25
10861	836072	43	31	29.0	48	43	29.0	51	37.0	47	45	60	67	37	43.0	47	44	27.0	51	54
10862	836073	36	13	26.0	23	14	20.0	30	18.0	43	19	29	17	28	28.0	30	32	23.0	36	32
10863	836076	29	6	23.0	41	28	26.0	25	19.0	42	32	29	25	37	29.0	38	37	16.0	44	38
10864	836077	48	7	27.0	21	34	12.0	28	19.0	46	33	32	33	34	30.0	32	36	21.0	42	41
10865	836080	28	13	25.0	44	37	27.0	38	21.0	46	44	35	49	38	41.0	38	39	20.0	47	43
10866	836081	47	27	29.0	51	47	24.0	61	43.0	48	49	51	64	39	43.0	48	39	28.0	54	50
10867	836084	35	11	24.0	36	20	26.0	31	21.0	41	37	25	25	36	34.0	37	37	20.0	43	29
10868	836085	44	20	25.0	50	42	27.0	45	49.0	45	47	41	50	48	39.0	47	37	25.0	52	39
10869	836086	34	15	27.0	39	27	25.0	44	41.0	44	38	32	50	35	33.0	40	39	22.0	38	34
10870	836088	33	16	27.0	47	32	26.0	26	20.0	45	46	33	42	41	38.0	41	42	22.0	43	44
10871	836089	39	11	25.0	41	33	17.0	51	38.0	46	46	55	45	34	39.0	50	36	20.0	49	42
10872	836096	34	3	27.0	31	29	17.0	25	20.0	40	47	25	35	45	32.0	42	39	23.0	47	36
10873	836101	36	14	26.0	41	35	26.0	27	21.0	46	46	38	41	45	39.0	38	33	21.0	44	37
