	A-ID	CHEMISTRY1	CHEMISTRY2	CHEMISTRY_prac	COMPUTERSCIENCE1	COMPUTERSCIENCE2	COMPUTER_prac	ENGLISH1	ENGLISH2	ISLAMIYAT1	ISLAMIYAT2	MATHEMATICS1	MATHEMATICS2	PAKSTUDIES1	PAKSTUDIES2	PHYSICS1	PHYSICS2	PHYSICS_prac	URDU1	URDU2
22323	865915	13	26	27.0	12.0	27	41.0	17	26.0	26	42	25	29.0	29	22.0	43.0	31.0	19.0	41	32
22324	865917	20	27	27.0	19.0	31	42.0	26	20.0	33	41	32	32.0	28	28.0	45.0	34.0	19.0	42	33
22326	865943	20	32	20.0	26.0	26	33.0	40	26.0	30	46	31	31.0	19	30.0	29.0	26.0	16.0	19	41
22327	865951	13	21	19.0	29.0	17	34.0	36	28.0	19	44	32	41.0	34	33.0	29.0	31.0	24.0	42	38
22328	865953	25	25	0.0	29.0	25	0.0	25	34.0	40	17	27	46.0	23	23.0	51.0	31.0	0.0	38	28
22329	865956	30	34	0.0	25.0	26	0.0	26	27.0	33	26	29	40.0	27	27.0	29.0	48.0	0.0	40	35
22330	865957	25	33	0.0	25.0	41	0.0	25	32.0	33	17	25	46.0	30	33.0	25.0	26.0	0.0	33	39
22332	865967	26	32	0.0	25.0	27	0.0	25	28.0	33	24	30	27.0	28	36.0	46.0	31.0	0.0	41	42
22334	865977	10	35	14.0	20.0	35	39.0	31	42.0	31	42	29	56.0	24	40.0	27.0	44.0	16.0	48	35
22335	865980	16	39	16.0	18.0	31	34.0	21	52.0	23	45	32	31.0	22	30.0	27.0	36.0	16.0	35	36
22336	865981	34	38	15.0	17.0	32	32.0	25	46.0	36	48	36	28.0	24	37.0	20.0	38.0	16.0	38	37
22339	865988	21	29	15.0	35.0	28	26.0	45	42.0	38	48	41	33.0	38	37.0	48.0	36.0	15.0	46	41
22340	865989	24	28	17.0	36.0	21	27.0	44	43.0	42	48	43	36.0	31	38.0	45.0	37.0	12.0	51	41
22342	865991	12	26	18.0	30.0	26	33.0	43	52.0	18	42	31	35.0	13	39.0	22.0	35.0	12.0	29	41
22343	865992	23	31	18.0	40.0	24	33.0	46	49.0	40	47	52	57.0	35	33.0	45.0	39.0	13.0	48	48
22344	865993	25	21	16.0	32.0	18	29.0	44	43.0	35	44	46	30.0	33	37.0	41.0	30.0	18.0	45	25
22345	866001	57	51	25.0	46.0	50	50.0	64	63.0	50	48	70	71.0	49	47.0	59.0	58.0	26.0	58	48
22346	866002	56	46	28.0	43.0	48	49.0	51	61.0	49	45	69	62.0	48	47.0	56.0	57.0	26.0	53	47
22347	866003	56	60	24.0	48.0	44	49.0	56	64.0	48	46	73	71.0	48	47.0	58.0	58.0	24.0	54	47
22348	866004	56	41	26.0	45.0	46	50.0	59	62.0	47	44	73	68.0	47	45.0	48.0	53.0	25.0	48	41
22349	866005	58	60	25.0	48.0	48	50.0	61	61.0	49	49	73	65.0	47	43.0	56.0	57.0	25.0	55	54
22350	866006	54	45	23.0	42.0	48	50.0	55	64.0	46	49	58	56.0	47	45.0	40.0	57.0	22.0	55	52
22351	866007	54	50	26.0	44.0	43	50.0	61	56.0	44	49	71	71.0	47	43.0	54.0	58.0	26.0	50	48
22352	866008	56	43	26.0	43.0	43	50.0	54	56.0	46	43	53	57.0	47	46.0	46.0	54.0	25.0	50	52
22353	866009	56	45	26.0	45.0	46	50.0	62	59.0	48	47	68	61.0	47	46.0	54.0	58.0	25.0	56	52
22354	866010	57	55	26.0	46.0	45	48.0	55	63.0	50	50	73	66.0	47	48.0	52.0	59.0	25.0	56	55
22355	866011	55	39	24.0	32.0	46	50.0	59	64.0	48	50	61	62.0	46	46.0	56.0	47.0	27.0	47	48
22356	866012	57	53	23.0	50.0	48	50.0	55	64.0	45	43	70	73.0	48	48.0	58.0	58.0	24.0	52	51
22357	866013	55	50	23.0	47.0	47	48.0	58	59.0	48	49	71	65.0	45	45.0	56.0	56.0	22.0	48	34
22358	866014	56	49	23.0	44.0	41	47.0	66	61.0	49	49	68	60.0	47	46.0	52.0	58.0	25.0	50	50
22359	866015	54	54	24.0	45.0	44	50.0	61	60.0	48	47	69	68.0	48	48.0	57.0	56.0	25.0	50	52
22360	866016	52	49	24.0	42.0	50	49.0	66	67.0	46	50	74	71.0	48	45.0	50.0	58.0	25.0	57	50
22361	866017	55	59	26.0	45.0	49	50.0	66	64.0	49	50	74	72.0	49	48.0	53.0	57.0	29.0	55	52
22362	866019	56	38	26.0	44.0	46	45.0	53	57.0	44	50	54	62.0	46	46.0	47.0	48.0	24.0	52	52
22363	866020	56	44	30.0	45.0	43	49.0	50	55.0	48	48	62	64.0	49	44.0	44.0	49.0	25.0	48	57
22364	866021	56	50	26.0	47.0	44	48.0	63	57.0	48	48	72	62.0	48	44.0	52.0	59.0	28.0	52	40
22365	866018	58	47	26.0	43.0	48	48.0	58	60.0	40	50	71	64.0	48	43.0	55.0	54.0	25.0	57	48
22366	866022	52	48	28.0	45.0	40	48.0	60	55.0	46	47	68	56.0	48	44.0	59.0	47.0	21.0	48	50
22367	866023	52	46	28.0	44.0	47	50.0	55	62.0	42	46	51	51.0	45	47.0	54.0	47.0	24.0	45	52
22368	866024	60	48	30.0	46.0	42	50.0	62	61.0	46	41	69	58.0	49	46.0	56.0	54.0	29.0	52	51
22369	866025	54	46	28.0	42.0	47	49.0	60	59.0	50	47	67	61.0	49	45.0	56.0	53.0	26.0	54	33
22370	866026	55	45	28.0	47.0	48	49.0	58	60.0	50	50	71	68.0	48	47.0	57.0	60.0	28.0	54	51
22372	866028	52	50	26.0	44.0	47	50.0	59	64.0	47	45	62	66.0	46	45.0	46.0	57.0	21.0	43	42
22373	866029	54	45	24.0	50.0	43	50.0	49	53.0	42	35	60	50.0	47	43.0	47.0	48.0	28.0	43	30
22374	866030	56	45	24.0	45.0	42	50.0	61	58.0	46	38	60	66.0	47	45.0	46.0	44.0	25.0	54	46
22375	866031	41	43	25.0	45.0	42	50.0	49	58.0	46	41	56	57.0	46	43.0	36.0	41.0	24.0	49	46
22376	866032	58	45	28.0	48.0	43	50.0	58	54.0	45	37	64	45.0	48	43.0	55.0	57.0	28.0	46	32
22377	866033	59	45	28.0	46.0	47	50.0	62	57.0	50	44	66	55.0	49	46.0	58.0	47.0	23.0	52	57
22378	866034	53	50	24.0	46.0	45	45.0	63	55.0	46	42	68	71.0	49	43.0	59.0	47.0	25.0	53	53
22379	866035	56	41	25.0	48.0	44	45.0	53	51.0	38	40	54	64.0	47	44.0	54.0	50.0	27.0	51	42
22380	866036	57	58	24.0	43.0	48	46.0	61	59.0	47	49	71	64.0	49	47.0	56.0	56.0	27.0	48	48
22381	866037	44	15	24.0	39.0	41	50.0	52	50.0	34	28	54	31.0	44	41.0	31.0	29.0	27.0	54	40
22382	866038	54	56	26.0	48.0	46	50.0	62	66.0	47	49	71	75.0	49	48.0	58.0	60.0	27.0	54	56
22383	866039	55	56	24.0	48.0	41	48.0	59	63.0	48	44	63	58.0	48	43.0	54.0	53.0	27.0	50	43
22384	866040	54	44	24.0	44.0	41	48.0	46	55.0	45	43	64	62.0	47	46.0	47.0	50.0	26.0	51	50
22385	866041	55	49	24.0	47.0	48	50.0	65	61.0	48	41	70	70.0	49	46.0	56.0	54.0	27.0	56	35
22386	866042	54	37	26.0	45.0	43	50.0	50	64.0	43	49	73	70.0	49	46.0	49.0	51.0	27.0	55	46
22387	866043	55	47	28.0	41.0	47	50.0	52	63.0	47	49	64	57.0	47	46.0	57.0	57.0	26.0	50	44
22388	866044	55	49	28.0	47.0	48	50.0	61	55.0	43	43	61	69.0	48	45.0	53.0	54.0	27.0	54	40
22389	866045	57	56	28.0	48.0	47	50.0	62	64.0	44	47	65	75.0	48	47.0	57.0	51.0	27.0	52	54
22390	866046	58	45	30.0	49.0	43	50.0	66	63.0	48	48	70	71.0	49	46.0	55.0	47.0	29.0	55	51
22391	866047	56	50	26.0	49.0	48	50.0	63	64.0	49	48	72	72.0	49	48.0	55.0	56.0	30.0	56	57
22392	866048	53	37	26.0	39.0	41	48.0	51	56.0	47	46	62	64.0	49	46.0	41.0	42.0	25.0	52	45
22393	866049	56	35	26.0	46.0	43	48.0	56	56.0	44	40	52	48.0	47	47.0	46.0	41.0	30.0	50	47
22394	866050	55	50	26.0	49.0	49	50.0	61	65.0	44	48	67	71.0	48	47.0	51.0	49.0	28.0	51	44
22395	866051	54	38	25.0	48.0	43	50.0	59	59.0	48	42	62	41.0	49	41.0	48.0	41.0	23.0	51	43
22396	866052	57	58	26.0	47.0	45	49.0	68	69.0	49	48	68	71.0	49	45.0	59.0	51.0	27.0	56	55
22397	866053	52	51	24.0	45.0	46	49.0	61	63.0	49	45	66	67.0	49	47.0	51.0	44.0	27.0	52	55
22398	866054	57	24	26.0	44.0	45	50.0	56	64.0	48	42	72	51.0	49	46.0	58.0	45.0	28.0	54	52
22399	866055	55	48	28.0	49.0	46	50.0	68	63.0	49	49	72	67.0	49	43.0	57.0	57.0	27.0	54	49
22400	866056	55	52	25.0	50.0	46	50.0	52	64.0	46	42	71	69.0	48	48.0	46.0	54.0	25.0	50	43
22401	866058	54	56	28.0	43.0	46	49.0	64	59.0	45	48	59	69.0	45	48.0	48.0	58.0	24.0	50	58
22402	866057	52	50	30.0	46.0	45	50.0	59	60.0	46	48	62	46.0	49	45.0	50.0	52.0	21.0	51	35
22403	866059	58	59	30.0	48.0	46	50.0	67	65.0	50	50	74	75.0	49	47.0	60.0	59.0	28.0	62	60
22404	866060	52	50	27.0	47.0	46	49.0	63	64.0	47	45	67	71.0	48	44.0	55.0	47.0	25.0	45	52
22405	866062	58	53	26.0	48.0	45	50.0	58	67.0	49	48	70	72.0	49	46.0	55.0	59.0	27.0	54	59
22406	866061	56	58	30.0	48.0	45	50.0	69	67.0	50	49	74	72.0	49	48.0	57.0	59.0	27.0	54	58
22407	866063	57	43	30.0	50.0	48	50.0	55	61.0	49	49	70	65.0	48	46.0	59.0	54.0	26.0	57	58
22408	866064	53	43	25.0	48.0	45	50.0	67	62.0	48	49	59	59.0	49	47.0	56.0	55.0	26.0	53	48
22409	866065	58	56	26.0	49.0	50	50.0	64	67.0	50	48	73	74.0	49	47.0	56.0	55.0	24.0	55	58
22410	866066	58	52	25.0	49.0	49	50.0	56	63.0	49	49	72	73.0	48	47.0	59.0	59.0	28.0	55	59
22411	866067	56	59	25.0	48.0	47	50.0	61	63.0	49	50	72	74.0	48	46.0	58.0	59.0	27.0	56	60
22412	866068	56	48	26.0	42.0	45	50.0	63	59.0	49	46	66	68.0	46	49.0	53.0	47.0	28.0	53	47
22413	866069	55	57	24.0	47.0	45	48.0	67	66.0	50	50	74	73.0	49	46.0	57.0	55.0	29.0	58	57
22414	866070	55	47	24.0	48.0	40	50.0	63	62.0	44	46	70	50.0	44	43.0	51.0	52.0	25.0	56	53
22415	866071	52	43	25.0	43.0	42	49.0	53	57.0	45	44	59	63.0	42	45.0	55.0	53.0	29.0	43	47
22416	866072	56	47	25.0	40.0	43	49.0	64	62.0	49	49	70	65.0	47	45.0	58.0	58.0	26.0	56	55
22417	866073	55	39	26.0	47.0	42	50.0	69	63.0	44	40	67	64.0	48	47.0	49.0	50.0	27.0	52	59
22418	866074	56	38	25.0	46.0	45	50.0	58	59.0	50	44	71	69.0	48	45.0	56.0	55.0	28.0	53	52
22419	866076	53	37	25.0	46.0	44	48.0	62	64.0	47	26	68	62.0	48	36.0	48.0	52.0	28.0	49	52
22420	866075	56	52	25.0	48.0	43	50.0	62	66.0	47	48	74	73.0	48	45.0	57.0	59.0	29.0	56	52
22421	866077	54	40	24.0	42.0	39	47.0	53	58.0	47	38	65	53.0	47	44.0	55.0	42.0	28.0	52	49
22422	866078	55	47	24.0	46.0	45	49.0	61	62.0	48	45	72	73.0	47	46.0	57.0	52.0	28.0	57	58
22423	866079	54	36	27.0	45.0	43	50.0	60	60.0	47	41	74	67.0	47	44.0	55.0	48.0	27.0	51	52
22424	866080	57	55	26.0	48.0	50	49.0	60	65.0	49	46	67	73.0	49	47.0	59.0	60.0	28.0	55	59
22425	866081	51	44	25.0	46.0	42	49.0	56	63.0	47	45	70	58.0	48	45.0	55.0	56.0	25.0	53	49
22426	866082	55	45	28.0	47.0	48	50.0	63	64.0	50	44	72	69.0	48	47.0	55.0	58.0	24.0	56	55
22427	866083	58	54	26.0	48.0	46	48.0	61	66.0	50	49	72	71.0	48	48.0	57.0	59.0	28.0	54	49
22428	866084	51	52	30.0	48.0	47	50.0	64	62.0	45	45	73	67.0	45	44.0	57.0	57.0	28.0	51	46
22429	866085	56	56	26.0	47.0	49	50.0	60	64.0	48	50	72	71.0	48	49.0	60.0	58.0	28.0	52	54
22430	866086	56	47	26.0	46.0	45	50.0	59	65.0	47	49	65	65.0	48	47.0	53.0	54.0	28.0	58	54
22431	866087	52	53	26.0	46.0	48	50.0	59	58.0	49	44	71	54.0	47	46.0	54.0	51.0	28.0	52	46
22432	866088	53	53	30.0	45.0	41	50.0	64	64.0	48	50	63	72.0	43	43.0	48.0	55.0	30.0	58	55
22433	866089	57	46	30.0	48.0	46	50.0	70	67.0	50	48	73	71.0	49	47.0	57.0	60.0	29.0	58	51
22434	866090	57	45	28.0	49.0	48	50.0	73	66.0	49	46	73	67.0	49	46.0	59.0	57.0	28.0	55	54
22435	866091	58	57	25.0	48.0	44	50.0	65	62.0	49	50	73	69.0	48	48.0	57.0	60.0	28.0	57	59
22436	866092	55	48	26.0	49.0	45	49.0	62	62.0	50	46	68	50.0	49	45.0	49.0	58.0	27.0	57	56
22437	866093	56	38	30.0	49.0	36	50.0	63	61.0	48	47	62	50.0	49	46.0	56.0	37.0	27.0	59	53
22438	866094	56	54	24.0	45.0	44	50.0	68	63.0	49	47	71	72.0	49	48.0	56.0	54.0	26.0	56	59
22439	866095	52	45	23.0	47.0	40	47.0	67	62.0	48	49	70	57.0	47	44.0	51.0	43.0	26.0	58	58
22440	866096	49	40	24.0	43.0	48	50.0	58	58.0	48	48	59	62.0	49	45.0	55.0	55.0	26.0	53	49
22441	866097	48	36	24.0	42.0	43	45.0	55	63.0	42	40	63	59.0	40	45.0	46.0	48.0	24.0	50	49
22442	866098	45	39	25.0	37.0	45	50.0	49	54.0	48	43	60	62.0	47	45.0	47.0	42.0	24.0	46	35
22443	866099	54	59	25.0	39.0	50	50.0	66	64.0	49	49	67	75.0	49	47.0	57.0	58.0	26.0	56	54
22444	866100	54	35	24.0	47.0	47	50.0	61	64.0	48	42	59	53.0	49	45.0	53.0	53.0	30.0	53	53
22445	866101	43	30	24.0	37.0	44	49.0	46	60.0	46	47	51	57.0	45	43.0	40.0	36.0	24.0	48	51
22446	866102	53	35	25.0	33.0	37	50.0	53	58.0	39	42	65	57.0	44	44.0	31.0	41.0	25.0	47	37
22447	866103	55	56	24.0	45.0	48	50.0	59	63.0	49	49	73	62.0	50	43.0	56.0	58.0	25.0	55	55
22448	866104	58	56	30.0	49.0	47	50.0	66	67.0	49	49	70	70.0	49	46.0	59.0	59.0	22.0	57	57
22449	866106	49	52	24.0	42.0	46	47.0	50	60.0	48	45	70	71.0	47	44.0	52.0	58.0	24.0	48	47
22450	866105	54	43	25.0	40.0	45	50.0	54	59.0	46	32	64	62.0	49	44.0	55.0	56.0	25.0	47	47
22451	866107	53	33	24.0	48.0	43	47.0	64	60.0	49	44	67	56.0	48	43.0	54.0	47.0	24.0	52	53
22452	866108	52	37	22.0	35.0	41	50.0	34	54.0	45	45	54	51.0	46	43.0	38.0	49.0	24.0	45	39
22453	866109	51	27	23.0	45.0	37	48.0	55	54.0	44	37	60	53.0	45	42.0	47.0	38.0	25.0	52	36
22454	866110	53	44	24.0	43.0	50	50.0	58	60.0	49	47	69	58.0	49	46.0	54.0	55.0	23.0	57	46
22455	866111	55	51	28.0	49.0	50	50.0	68	64.0	48	50	73	72.0	49	49.0	58.0	59.0	29.0	55	59
22460	866121	51	55	29.0	44.0	43	48.0	64	62.0	45	49	61	63.0	41	46.0	57.0	43.0	27.0	63	62
22461	866122	12	22	26.0	25.0	24	42.0	57	38.0	42	47	29	38.0	33	32.0	23.0	23.0	25.0	46	51
22465	866128	46	46	25.0	44.0	49	42.0	64	64.0	49	48	52	63.0	44	49.0	52.0	52.0	28.0	58	64
22466	866129	46	40	30.0	41.0	29	44.0	65	60.0	46	49	58	47.0	31	38.0	51.0	44.0	30.0	66	55
22467	866131	39	25	26.0	36.0	30	42.0	46	53.0	28	46	25	49.0	34	32.0	33.0	40.0	19.0	49	44
22472	866139	56	58	30.0	45.0	49	50.0	68	63.0	48	49	60	66.0	46	45.0	56.0	51.0	29.0	55	61
22474	866141	38	46	27.0	26.0	27	42.0	51	55.0	42	45	27	46.0	42	40.0	40.0	28.0	22.0	59	54
22476	866144	32	29	28.0	30.0	32	50.0	40	50.0	40	48	33	48.0	34	35.0	40.0	27.0	28.0	56	49
22481	866151	26	55	24.0	31.0	30	48.0	45	49.0	41	46	25	50.0	34	38.0	33.0	45.0	24.0	48	52
22498	866175	35	60	25.0	41.0	42	42.0	65	63.0	48	49	36	69.0	43	42.0	51.0	44.0	26.0	65	62
22504	866184	20	52	27.0	32.0	27	45.0	45	56.0	44	49	25	30.0	35	28.0	25.0	36.0	22.0	64	55
22506	866187	29	53	30.0	31.0	34	48.0	44	61.0	38	48	33	55.0	40	38.0	33.0	49.0	30.0	62	55
22510	866191	25	56	30.0	35.0	33	39.0	50	58.0	40	49	26	60.0	40	33.0	21.0	45.0	22.0	55	60
22526	866215	54	57	26.0	47.0	45	44.0	64	64.0	48	47	48	66.0	46	45.0	45.0	39.0	28.0	55	63
22528	866217	26	48	28.0	37.0	34	48.0	51	52.0	32	41	40	56.0	29	27.0	44.0	36.0	28.0	67	47
22553	866247	49	57	30.0	41.0	44	46.0	58	69.0	45	49	46	59.0	42	42.0	48.0	41.0	28.0	52	67
22555	866250	20	33	23.0	20.0	17	42.0	42	42.0	36	43	25	31.0	38	33.0	28.0	21.0	21.0	54	51
22561	866258	20	33	20.0	19.0	22	39.0	33	39.0	42	44	25	28.0	31	35.0	21.0	13.0	22.0	53	56
22579	866281	58	60	30.0	49.0	47	50.0	74	71.0	47	42	71	74.0	45	46.0	57.0	59.0	30.0	55	69
22588	866297	26	39	22.0	27.0	29	36.0	40	47.0	27	36	34	36.0	24	26.0	34.0	23.0	23.0	39	42
22589	866300	29	29	21.0	27.0	27	37.0	31	56.0	34	40	31	37.0	35	28.0	35.0	36.0	19.0	57	56
22591	866304	26	44	23.0	31.0	42	38.0	54	61.0	48	46	29	53.0	28	36.0	29.0	35.0	23.0	48	55
22592	866306	24	28	16.0	17.0	26	38.0	33	47.0	48	42	25	38.0	36	29.0	21.0	23.0	30.0	51	42
22593	866308	23	31	24.0	21.0	26	37.0	28	25.0	44	31	29	41.0	33	19.0	23.0	23.0	22.0	41	29
22596	866333	53	43	21.0	44.0	48	50.0	65	69.0	48	47	69	52.0	40	35.0	52.0	41.0	27.0	58	59
22601	866448	35	43	28.0	24.0	20	42.0	46	37.0	39	37	25	38.0	36	32.0	48.0	46.0	20.0	48	47
22603	866507	40	20	0.0	27.0	30	0.0	25	32.0	30	23	29	28.0	28	31.0	25.0	25.0	0.0	37	43
22607	866523	28	39	30.0	17.0	40	36.0	39	44.0	40	41	46	43.0	28	34.0	22.0	33.0	21.0	40	48
22609	866534	28	33	29.0	23.0	33	40.0	47	60.0	43	43	38	34.0	36	32.0	23.0	33.0	22.0	44	54
22610	866535	37	48	26.0	26.0	39	40.0	43	59.0	32	46	36	38.0	35	33.0	20.0	43.0	24.0	30	51
22611	866550	37	20	0.0	29.0	31	0.0	25	47.0	40	33	27	43.0	25	28.0	25.0	41.0	0.0	48	51
22619	866608	23	31	25.0	25.0	19	48.0	50	47.0	32	44	26	51.0	32	38.0	25.0	15.0	24.0	50	52
22629	866620	31	51	26.0	20.0	43	42.0	39	41.0	35	48	34	61.0	32	42.0	20.0	49.0	26.0	56	64
22630	866622	50	53	30.0	43.0	47	45.0	68	67.0	50	47	58	69.0	45	49.0	56.0	52.0	28.0	61	67
22634	866626	42	54	29.0	25.0	47	48.0	51	55.0	41	49	38	58.0	38	47.0	45.0	44.0	24.0	58	70
22636	866629	37	57	30.0	31.0	48	48.0	52	52.0	41	49	38	56.0	37	44.0	38.0	39.0	24.0	57	61
22640	866635	45	51	28.0	28.0	46	40.0	51	60.0	35	49	29	63.0	42	47.0	46.0	52.0	27.0	54	67
22644	866640	13	34	27.0	21.0	34	38.0	32	43.0	30	49	25	64.0	37	32.0	21.0	37.0	23.0	50	49
22648	866645	28	58	30.0	29.0	38	44.0	41	33.0	40	47	47	59.0	35	34.0	25.0	33.0	22.0	51	40
22651	866650	26	50	30.0	26.0	34	49.0	46	52.0	37	49	53	65.0	32	39.0	26.0	40.0	23.0	55	58
22656	866658	31	46	29.0	21.0	38	41.0	37	54.0	27	46	25	58.0	37	36.0	35.0	28.0	24.0	57	42
22663	866668	58	55	30.0	42.0	39	49.0	58	62.0	45	49	49	73.0	46	47.0	53.0	58.0	28.0	67	62
22672	866680	57	49	30.0	37.0	43	45.0	53	58.0	44	43	51	70.0	45	47.0	49.0	54.0	26.0	57	57
22674	866682	23	22	28.0	29.0	24	43.0	52	52.0	28	46	29	41.0	39	40.0	20.0	30.0	22.0	53	43
22676	866686	13	24	28.0	22.0	12	33.0	41	36.0	33	44	26	40.0	39	43.0	23.0	21.0	21.0	43	42
22679	866690	33	29	28.0	27.0	21	41.0	40	56.0	33	45	33	50.0	40	44.0	21.0	38.0	21.0	45	40
22680	866692	57	59	30.0	46.0	46	49.0	66	68.0	44	47	61	74.0	46	46.0	54.0	59.0	28.0	61	66
22683	866694	31	38	28.0	25.0	17	41.0	54	54.0	34	47	32	61.0	39	39.0	35.0	34.0	22.0	51	53
22689	866704	53	58	30.0	38.0	46	50.0	65	61.0	47	46	47	74.0	47	46.0	53.0	57.0	29.0	62	65
22697	866722	13	25	26.0	18.0	19	37.0	47	61.0	37	46	25	61.0	36	42.0	7.0	27.0	20.0	54	47
22702	866728	49	53	30.0	37.0	50	48.0	63	70.0	48	48	56	71.0	46	49.0	46.0	60.0	27.0	58	57
22705	866729	26	38	29.0	30.0	29	42.0	42	63.0	31	45	27	58.0	30	43.0	29.0	51.0	22.0	54	57
22707	866733	53	58	30.0	43.0	48	48.0	57	70.0	44	46	57	74.0	46	50.0	45.0	58.0	27.0	62	59
22710	866740	39	50	29.0	34.0	42	48.0	54	64.0	43	49	51	64.0	44	41.0	37.0	43.0	25.0	58	62
22714	866742	30	50	30.0	26.0	30	44.0	36	57.0	34	40	31	49.0	29	38.0	29.0	47.0	25.0	56	51
22717	866744	24	46	26.0	27.0	32	42.0	48	64.0	43	47	33	64.0	26	36.0	20.0	42.0	23.0	55	57
22719	866746	28	51	25.0	34.0	43	42.0	51	69.0	42	46	26	70.0	38	48.0	28.0	46.0	23.0	57	58
22721	866748	52	40	24.0	41.0	36	44.0	49	65.0	49	48	25	64.0	45	44.0	55.0	42.0	24.0	62	58
22723	866750	46	41	29.0	41.0	45	46.0	39	65.0	46	45	25	48.0	41	39.0	45.0	47.0	23.0	60	57
22724	866753	49	50	30.0	38.0	50	45.0	59	67.0	45	47	41	70.0	45	46.0	43.0	54.0	24.0	57	53
22725	866758	43	49	30.0	44.0	41	49.0	53	69.0	47	47	25	69.0	40	42.0	46.0	46.0	19.0	57	57
22727	866752	47	39	27.0	39.0	45	41.0	31	67.0	46	47	25	42.0	35	38.0	35.0	45.0	24.0	49	57
22728	866754	51	50	29.0	44.0	47	48.0	41	68.0	45	48	30	72.0	44	42.0	36.0	52.0	26.0	60	54
22732	866762	27	26	25.0	27.0	33	38.0	30	31.0	23	35	25	37.0	26	23.0	30.0	24.0	19.0	37	42
22734	866765	53	52	30.0	30.0	42	45.0	59	66.0	47	47	39	73.0	45	47.0	36.0	55.0	30.0	61	52
22750	866781	40	47	30.0	25.0	43	45.0	59	69.0	44	49	39	66.0	41	47.0	44.0	47.0	23.0	56	60
22755	866785	45	54	29.0	37.0	46	42.0	61	70.0	47	48	38	70.0	46	47.0	51.0	54.0	23.0	56	52
22757	866789	49	45	30.0	34.0	45	50.0	63	69.0	50	49	45	68.0	45	48.0	53.0	50.0	26.0	59	60
22770	866805	29	28	28.0	28.0	22	45.0	42	63.0	44	47	25	63.0	39	45.0	30.0	31.0	23.0	53	58
22791	866825	53	50	29.0	35.0	35	45.0	54	66.0	45	48	55	61.0	45	48.0	52.0	56.0	27.0	61	52
22801	866833	51	45	28.0	34.0	42	42.0	46	61.0	49	46	28	61.0	41	47.0	45.0	51.0	25.0	53	61
22804	866839	48	51	30.0	31.0	40	50.0	63	70.0	46	48	30	62.0	45	48.0	46.0	53.0	25.0	60	62
22811	866845	55	56	30.0	37.0	41	49.0	60	69.0	47	49	47	72.0	44	46.0	52.0	57.0	27.0	57	60
22819	866854	44	49	30.0	36.0	47	44.0	59	69.0	46	49	44	67.0	45	45.0	51.0	55.0	25.0	59	60
22826	866863	47	51	30.0	39.0	45	44.0	61	61.0	40	50	45	69.0	44	45.0	46.0	42.0	25.0	57	58
22833	866876	28	49	26.0	40.0	48	49.0	59	64.0	43	48	36	74.0	34	39.0	28.0	46.0	22.0	50	60
22835	866887	47	51	30.0	41.0	43	47.0	52	66.0	49	50	61	67.0	44	45.0	50.0	50.0	26.0	62	62
22836	866893	26	28	30.0	26.0	30	43.0	34	49.0	39	46	29	51.0	27	30.0	7.0	25.0	20.0	42	47
22837	866890	23	29	26.0	21.0	28	39.0	37	25.0	36	46	16	62.0	25	33.0	20.0	32.0	20.0	44	50
22839	866896	48	60	30.0	42.0	49	50.0	61	66.0	43	49	54	75.0	41	47.0	45.0	52.0	26.0	61	62
22843	866905	54	56	30.0	44.0	47	49.0	49	69.0	46	50	48	75.0	44	41.0	46.0	47.0	27.0	62	58
22844	866903	58	56	30.0	48.0	48	50.0	52	68.0	48	50	54	75.0	44	42.0	56.0	53.0	30.0	66	60
22846	866909	45	46	29.0	38.0	47	43.0	47	54.0	39	47	28	67.0	33	41.0	23.0	40.0	24.0	60	58
22847	866912	44	47	27.0	40.0	47	41.0	36	51.0	40	46	38	72.0	33	38.0	38.0	34.0	22.0	48	44
22849	866916	47	46	27.0	44.0	48	43.0	48	58.0	48	49	40	68.0	38	38.0	48.0	35.0	24.0	61	58
22852	866921	57	59	30.0	47.0	49	50.0	63	68.0	46	50	55	75.0	42	46.0	53.0	53.0	25.0	66	59
22853	866923	36	44	25.0	32.0	45	39.0	39	46.0	43	45	19	65.0	29	37.0	27.0	40.0	21.0	32	44
22855	866928	52	50	26.0	40.0	47	45.0	54	60.0	46	46	19	71.0	36	43.0	41.0	35.0	21.0	50	53
22856	866930	38	42	25.0	36.0	45	40.0	54	52.0	41	41	32	75.0	34	35.0	44.0	32.0	20.0	50	54
22857	866933	31	53	25.0	35.0	43	38.0	51	60.0	31	46	25	71.0	37	40.0	20.0	39.0	22.0	53	50
22858	866937	29	51	27.0	36.0	45	48.0	52	61.0	39	43	39	71.0	38	41.0	32.0	34.0	22.0	55	60
22859	866938	24	35	23.0	31.0	30	41.0	27	30.0	35	36	10	56.0	24	28.0	4.0	25.0	22.0	49	47
22886	866984	12	30	24.0	28.0	31	41.0	31	39.0	32	44	4	36.0	35	36.0	33.0	31.0	18.0	54	45
22889	866979	37	36	27.0	37.0	37	38.0	38	49.0	34	46	20	60.0	33	43.0	42.0	31.0	23.0	35	40
22897	866996	27	38	25.0	29.0	40	42.0	53	57.0	32	47	13	59.0	31	33.0	43.0	33.0	21.0	61	45
22903	867001	50	36	27.0	44.0	42	40.0	32	61.0	46	48	25	67.0	36	45.0	42.0	31.0	18.0	49	58
