	A-ID	BIOLOGY1	BIOLOGY2	BIOLOGY_prac	CHEMISTRY1	CHEMISTRY2	CHEMISTRY_prac	ENGLISH1	ENGLISH2	ISLAMIYAT1	ISLAMIYAT2	MATHEMATICS1	MATHEMATICS2	PAKSTUDIES1	PAKSTUDIES2	PHYSICS1	PHYSICS2	PHYSICS_prac	URDU1	URDU2
20136	860710	53	48	25.0	53	58	30.0	69	71.0	47	44	56	65	46	34.0	58	46	26.0	64	55
20137	860711	44	24	21.0	34	26	16.0	37	30.0	42	33	42	30	35	27.0	47	27	20.0	58	45
20138	860713	47	31	29.0	42	38	30.0	70	68.0	47	39	43	61	43	35.0	55	33	29.0	66	49
20139	860716	57	58	30.0	56	60	30.0	71	70.0	48	48	69	75	48	50.0	60	54	29.0	73	58
20140	860719	56	58	29.0	56	60	30.0	68	71.0	48	49	62	68	49	47.0	60	55	29.0	70	56
20142	860726	29	7	30.0	26	10	16.0	49	36.0	36	23	33	14	33	17.0	32	20	22.0	48	21
20143	860725	49	29	29.0	54	53	30.0	70	64.0	41	46	59	69	47	40.0	58	42	29.0	63	53
20144	860728	36	29	29.0	40	29	30.0	41	53.0	39	41	46	41	37	34.0	40	31	25.0	64	47
20146	860731	43	31	29.0	46	28	30.0	63	58.0	46	38	44	25	43	34.0	59	31	29.0	68	52
20148	860734	47	43	29.0	52	53	30.0	65	68.0	47	43	66	62	47	45.0	59	42	29.0	67	55
20149	860737	46	25	27.0	44	21	18.0	68	57.0	42	34	32	34	43	21.0	58	22	28.0	62	47
20154	860744	44	33	29.0	50	34	30.0	67	59.0	44	39	60	41	46	30.0	57	33	26.0	65	43
20158	860756	36	24	20.0	49	26	22.0	52	59.0	38	30	29	31	45	21.0	52	32	16.0	54	40
20159	860757	45	24	25.0	37	20	21.0	35	43.0	43	33	39	36	41	35.0	45	34	26.0	62	49
20164	860769	52	53	29.0	50	54	30.0	66	68.0	48	47	68	72	46	46.0	57	50	29.0	71	55
20173	860781	31	16	24.0	39	10	20.0	51	57.0	39	33	36	47	44	41.0	48	28	19.0	65	49
20177	860785	29	20	21.0	52	29	23.0	62	49.0	34	33	45	65	44	34.0	53	28	17.0	57	51
20179	860787	35	56	28.0	50	51	30.0	66	70.0	44	48	59	69	46	44.0	57	51	28.0	67	56
20183	860793	28	39	29.0	51	38	30.0	48	61.0	44	48	36	61	44	45.0	39	38	26.0	53	37
20185	860795	53	26	28.0	44	22	30.0	61	63.0	42	31	25	71	38	34.0	49	36	18.0	57	29
20186	860798	35	32	20.0	54	34	26.0	69	61.0	47	37	34	59	44	47.0	52	36	18.0	63	48
20191	860809	56	56	29.0	57	56	30.0	72	71.0	48	49	70	75	48	48.0	57	49	28.0	66	56
20193	860818	27	15	28.0	39	37	24.0	42	67.0	35	37	60	65	35	38.0	30	28	27.0	55	44
20194	860819	38	56	27.0	50	51	24.0	57	66.0	35	45	53	71	32	41.0	37	49	28.0	66	56
20195	860821	30	9	24.0	20	22	25.0	25	25.0	35	29	25	35	27	32.0	14	20	27.0	50	54
20196	860822	28	10	19.0	20	21	24.0	27	39.0	37	39	39	34	32	30.0	12	20	26.0	57	50
20198	860834	53	31	28.0	46	38	29.0	57	71.0	42	48	56	62	37	49.0	40	36	27.0	65	59
20199	860835	43	33	27.0	53	46	28.0	57	74.0	44	39	59	49	35	44.0	45	39	29.0	63	57
20200	860836	43	25	26.0	41	21	26.0	58	58.0	38	46	44	53	38	44.0	36	22	27.0	69	59
20201	860837	54	48	30.0	57	50	30.0	60	59.0	49	43	64	68	46	42.0	55	42	28.0	62	59
20203	860839	53	56	29.0	52	55	30.0	68	70.0	43	48	62	63	39	48.0	44	42	29.0	70	59
20205	860840	28	30	30.0	34	47	30.0	36	43.0	42	38	51	60	28	38.0	32	35	28.0	52	52
20206	860841	42	24	28.0	47	39	28.0	49	65.0	37	36	50	52	38	42.0	41	35	24.0	64	50
20219	860863	20	12	26.0	20	20	24.0	25	57.0	29	39	25	38	29	35.0	18	20	26.0	55	45
20223	860871	37	16	27.0	35	31	28.0	42	56.0	47	41	51	45	32	34.0	28	31	25.0	58	57
20224	860872	35	33	27.0	36	28	23.0	62	36.0	36	41	26	55	42	38.0	50	45	24.0	64	49
20226	860875	52	52	30.0	57	50	30.0	60	58.0	49	48	71	69	44	41.0	54	45	29.0	68	62
20228	860877	30	26	29.0	30	33	15.0	41	27.0	39	37	25	50	31	40.0	34	32	25.0	60	36
20229	860878	59	55	30.0	58	58	30.0	69	73.0	47	50	73	75	48	46.0	58	56	30.0	66	63
20230	860880	38	45	30.0	48	52	30.0	58	47.0	45	39	65	65	46	41.0	58	54	29.0	62	53
20231	860881	47	50	29.0	53	56	25.0	58	62.0	48	43	48	68	44	42.0	54	57	27.0	63	64
20233	860883	57	36	22.0	56	54	28.0	53	35.0	43	48	73	71	43	38.0	56	48	29.0	67	34
20234	860885	56	54	21.0	57	56	30.0	72	69.0	48	48	60	70	47	44.0	60	49	29.0	66	60
20235	860886	39	39	20.0	38	46	29.0	45	39.0	47	47	36	56	41	43.0	50	37	29.0	67	59
20238	860888	57	59	30.0	58	58	29.0	60	56.0	48	49	65	74	40	44.0	60	60	29.0	69	59
20240	860892	43	49	30.0	51	51	26.0	57	55.0	40	41	42	57	38	40.0	54	49	29.0	65	60
20243	860896	42	48	22.0	46	45	23.0	58	52.0	43	44	43	47	43	41.0	51	48	21.0	59	48
20244	860897	33	20	21.0	41	23	23.0	60	28.0	37	24	25	48	43	38.0	48	47	22.0	66	29
20245	860899	51	56	27.0	54	53	25.0	65	67.0	48	49	54	57	46	44.0	58	43	27.0	69	63
20251	860906	41	58	24.0	57	51	24.0	58	60.0	44	50	34	62	47	40.0	55	49	25.0	66	66
20252	860907	52	52	23.0	56	46	24.0	62	47.0	46	49	55	72	47	41.0	53	59	27.0	64	58
20253	860908	26	20	22.0	27	24	23.0	26	28.0	45	40	29	42	36	29.0	36	34	21.0	54	39
20254	860910	48	41	20.0	53	55	30.0	65	59.0	47	50	46	71	48	41.0	56	47	28.0	65	57
20262	860922	53	47	20.0	46	50	23.0	60	54.0	46	45	57	61	43	41.0	55	42	25.0	67	51
20263	860923	52	59	29.0	58	57	28.0	57	62.0	48	49	58	71	48	43.0	60	57	27.0	72	64
20264	860925	37	28	23.0	47	51	21.0	59	54.0	45	46	46	66	48	42.0	50	53	25.0	62	48
20265	860927	14	25	0.0	25	36	0.0	35	28.0	37	39	19	48	19	27.0	25	35	0.0	49	41
20266	860928	42	38	23.0	47	47	20.0	48	46.0	42	33	47	58	39	34.0	46	48	19.0	48	42
20269	860933	53	55	29.0	43	55	19.0	59	48.0	46	44	61	73	47	36.0	55	52	28.0	64	61
20273	860941	25	20	25.0	26	20	20.0	44	59.0	45	45	30	46	42	36.0	46	35	27.0	65	55
20274	860942	33	39	0.0	27	18	0.0	29	34.0	37	41	43	29	33	37.0	25	40	0.0	49	41
20279	860957	22	21	30.0	46	27	29.0	50	57.0	40	42	28	56	33	34.0	47	31	22.0	51	47
20281	860976	22	7	10.0	26	20	26.0	25	29.0	19	37	27	29	31	29.0	33	28	22.0	41	38
20283	860993	35	35	8.0	22	31	19.0	28	35.0	31	43	25	34	27	27.0	42	30	21.0	43	43
20285	860996	35	19	0.0	25	17	0.0	26	26.0	37	20	37	32	19	24.0	26	30	0.0	30	37
20290	861041	32	42	16.0	32	37	19.0	36	56.0	44	49	35	57	43	38.0	27	30	22.0	64	59
20292	861051	26	15	14.0	25	23	13.0	32	19.0	33	40	25	28	21	30.0	25	25	18.0	44	39
20294	861065	37	29	0.0	26	23	0.0	32	32.0	30	27	9	53	24	21.0	25	25	0.0	44	39
20298	861077	22	13	19.0	13	22	18.0	29	41.0	18	30	26	25	23	25.0	20	24	20.0	33	36
20303	861089	42	29	27.0	45	35	19.0	64	59.0	45	46	33	50	36	41.0	31	34	19.0	60	54
20304	861090	22	21	24.0	38	26	19.0	46	53.0	27	33	25	36	32	35.0	30	22	19.0	45	48
20305	861091	20	23	26.0	28	20	17.0	55	62.0	36	32	17	35	37	43.0	20	23	18.0	52	51
20314	861161	42	51	30.0	54	46	11.0	67	68.0	44	43	56	70	44	43.0	48	52	30.0	57	62
20315	861162	26	24	23.0	20	25	12.0	31	38.0	17	17	17	38	24	34.0	25	28	20.0	36	37
20318	861169	30	29	17.0	27	27	12.0	46	52.0	30	29	29	36	39	41.0	34	24	21.0	47	52
20321	861186	47	53	28.0	54	53	14.0	65	61.0	45	40	49	65	45	46.0	52	48	27.0	63	58
20322	861187	41	53	28.0	54	44	11.0	64	64.0	41	46	42	59	45	43.0	45	52	21.0	64	62
20324	861189	51	53	30.0	56	54	17.0	66	71.0	45	45	61	73	47	47.0	56	52	20.0	66	61
20325	861190	12	20	22.0	20	28	14.0	42	50.0	29	24	19	36	22	38.0	28	28	20.0	38	43
20326	861192	45	50	29.0	54	49	13.0	64	70.0	48	44	52	59	47	45.0	53	40	23.0	59	57
20330	861215	29	10	22.0	20	40	15.0	48	55.0	25	39	28	31	33	38.0	23	37	27.0	48	50
20331	861227	24	20	21.0	20	28	15.0	43	66.0	44	41	29	30	43	43.0	36	34	26.0	64	57
20332	861229	32	42	22.0	48	33	19.0	49	59.0	41	43	29	58	41	43.0	43	43	20.0	66	56
20333	861233	21	15	20.0	25	23	14.0	31	39.0	28	28	16	27	26	36.0	34	29	19.0	51	40
20334	861234	29	29	20.0	51	24	13.0	48	50.0	31	39	28	40	29	18.0	37	44	24.0	49	43
20335	861236	20	32	21.0	30	29	13.0	39	53.0	23	31	15	27	31	35.0	25	38	20.0	54	50
20337	861239	53	54	27.0	55	56	19.0	69	69.0	42	42	60	70	46	44.0	53	56	29.0	62	61
20339	861241	20	35	19.0	34	27	11.0	29	38.0	17	28	9	31	27	42.0	27	25	19.0	46	51
20341	861248	39	29	20.0	47	37	14.0	42	47.0	44	38	35	46	39	44.0	37	51	21.0	58	48
20344	861258	16	21	20.0	16	29	20.0	26	25.0	30	27	28	16	33	34.0	23	21	20.0	42	46
20345	861256	43	40	26.0	36	29	18.0	59	70.0	44	41	37	45	35	37.0	32	34	22.0	57	48
20346	861255	24	30	27.0	26	26	19.0	25	34.0	31	39	25	38	33	30.0	27	37	19.0	43	46
20347	861257	30	43	20.0	38	48	18.0	40	58.0	31	40	25	49	21	40.0	30	54	19.0	53	53
20348	861263	42	46	20.0	49	54	14.0	52	61.0	38	44	37	56	35	36.0	47	53	21.0	56	57
20349	861268	20	20	20.0	44	38	18.0	46	42.0	32	37	27	28	33	40.0	49	53	25.0	56	64
20350	861270	20	26	19.0	27	29	17.0	18	28.0	19	29	25	34	20	32.0	24	52	19.0	30	42
20351	861271	32	52	22.0	49	58	18.0	57	56.0	37	37	56	72	37	41.0	43	55	22.0	48	49
20352	861272	38	56	27.0	45	58	19.0	50	62.0	41	42	40	68	35	44.0	44	59	13.0	59	62
20358	861288	33	42	23.0	50	44	13.0	42	53.0	48	46	51	57	43	39.0	31	41	20.0	62	58
20359	861292	25	39	20.0	30	32	17.0	45	62.0	42	43	17	32	39	38.0	37	36	18.0	57	57
20361	861297	30	41	21.0	50	47	19.0	49	57.0	47	50	36	41	45	42.0	44	45	20.0	53	55
20362	861299	36	44	29.0	48	41	17.0	41	52.0	36	47	25	38	34	43.0	30	37	26.0	45	53
20366	861312	34	43	29.0	46	55	14.0	52	53.0	48	39	56	55	39	34.0	33	46	19.0	55	61
20368	861326	48	58	17.0	54	60	16.0	55	62.0	46	43	55	66	45	44.0	49	55	21.0	66	64
20370	861328	47	56	29.0	56	58	21.0	62	60.0	37	41	67	63	47	44.0	55	48	26.0	65	66
20371	861329	10	42	17.0	27	29	14.0	57	56.0	37	24	32	25	20	40.0	43	35	16.0	42	52
20373	861332	20	47	20.0	47	53	17.0	44	37.0	44	47	53	48	43	41.0	33	45	18.0	51	60
20379	861348	50	54	23.0	54	55	19.0	59	69.0	48	49	42	73	48	42.0	47	58	17.0	62	63
20383	861370	24	21	30.0	26	23	14.0	25	35.0	39	38	20	25	38	40.0	42	33	18.0	58	59
20386	861376	24	29	18.0	12	20	13.0	47	42.0	30	28	15	36	39	39.0	14	28	20.0	30	57
20397	861411	28	33	19.0	42	38	16.0	43	42.0	41	39	26	37	29	37.0	39	39	14.0	51	61
20398	861412	33	37	19.0	28	30	19.0	43	37.0	42	44	30	65	41	38.0	24	21	28.0	65	66
20401	861415	43	50	19.0	37	32	18.0	43	56.0	33	46	33	51	46	41.0	42	41	20.0	53	62
20402	861416	28	36	20.0	28	28	20.0	47	53.0	43	38	19	38	39	42.0	39	27	16.0	59	47
20403	861419	31	31	20.0	33	31	18.0	32	15.0	22	36	31	33	18	38.0	37	38	17.0	49	50
20404	861423	25	26	19.0	28	34	16.0	28	18.0	37	32	25	33	38	32.0	42	39	17.0	44	52
20405	861420	29	25	19.0	29	27	20.0	33	41.0	29	35	35	32	29	37.0	26	43	17.0	53	47
20406	861421	23	24	20.0	43	42	19.0	26	21.0	32	32	36	51	27	38.0	37	38	17.0	54	45
20407	861422	20	16	18.0	22	28	14.0	31	26.0	17	25	25	39	39	26.0	44	41	18.0	41	26
20408	861427	31	30	19.0	32	41	15.0	38	38.0	25	38	16	41	41	42.0	36	40	18.0	58	56
20411	861426	22	30	19.0	29	16	15.0	36	44.0	19	38	20	37	35	35.0	32	36	18.0	54	33
20412	861433	20	20	24.0	35	32	14.0	37	30.0	33	35	25	36	28	24.0	29	35	18.0	38	45
20413	861429	36	55	23.0	50	53	21.0	59	65.0	44	48	45	63	43	42.0	46	43	16.0	58	65
20414	861430	35	35	23.0	14	53	17.0	37	48.0	33	33	28	32	28	38.0	30	35	17.0	35	32
20415	861431	27	33	23.0	21	37	16.0	48	49.0	46	36	25	40	39	38.0	41	36	20.0	62	61
20416	861432	30	14	21.0	32	20	15.0	38	32.0	23	41	14	40	19	34.0	24	27	21.0	48	51
20417	861438	22	27	25.0	20	20	17.0	31	49.0	26	35	25	44	31	35.0	26	32	20.0	47	48
20418	861439	54	51	24.0	54	58	21.0	57	63.0	37	42	61	67	37	43.0	58	56	22.0	58	62
20419	861434	20	14	20.0	15	26	15.0	33	25.0	24	28	25	36	25	18.0	29	34	19.0	40	29
20420	861435	26	21	25.0	16	21	11.0	42	25.0	26	31	25	29	27	30.0	42	40	12.0	36	44
20421	861436	16	16	22.0	32	20	15.0	39	33.0	18	36	26	34	18	23.0	27	30	17.0	39	35
20422	861437	22	11	24.0	30	22	14.0	36	41.0	21	40	28	37	30	31.0	36	32	23.0	34	49
20423	861440	42	57	25.0	44	59	22.0	52	61.0	47	49	25	62	48	42.0	35	56	23.0	65	64
20424	861442	36	44	24.0	27	37	21.0	33	61.0	30	42	44	58	42	38.0	51	38	20.0	54	38
20425	861441	37	51	22.0	27	50	19.0	35	59.0	44	45	32	58	43	38.0	49	36	22.0	52	50
20426	861444	44	47	23.0	27	40	17.0	26	55.0	38	41	32	59	41	42.0	51	41	20.0	60	58
20427	861443	32	43	24.0	26	40	18.0	52	58.0	42	37	27	56	36	38.0	36	39	15.0	61	57
20428	861445	52	50	25.0	50	49	23.0	50	62.0	44	43	37	66	46	43.0	51	46	25.0	62	61
20430	861447	39	50	25.0	43	44	19.0	55	68.0	40	46	36	67	43	47.0	53	48	17.0	62	65
20431	861448	22	35	23.0	25	22	17.0	44	31.0	25	41	25	42	28	36.0	43	26	17.0	60	47
20432	861449	23	28	24.0	34	27	17.0	44	33.0	28	40	32	43	31	37.0	47	41	17.0	52	56
20433	861450	36	32	28.0	29	29	15.0	39	35.0	46	42	37	48	36	41.0	44	48	23.0	69	55
20434	861451	31	20	18.0	33	38	11.0	31	36.0	28	38	41	43	38	33.0	47	47	15.0	57	48
20437	861456	59	58	29.0	54	55	28.0	71	75.0	47	49	63	73	48	45.0	52	58	30.0	71	68
20438	861457	44	50	25.0	46	54	19.0	46	66.0	40	49	47	72	41	43.0	48	47	25.0	64	67
20439	861458	35	49	23.0	35	41	20.0	45	60.0	40	39	29	69	40	40.0	33	31	18.0	63	55
20440	861459	31	50	25.0	38	27	18.0	38	59.0	23	28	36	48	31	43.0	30	34	20.0	50	51
20454	861486	35	30	28.0	35	26	25.0	43	57.0	35	37	51	57	31	33.0	28	55	27.0	42	47
20459	861495	28	27	28.0	20	28	25.0	37	40.0	32	31	26	48	26	35.0	26	35	25.0	34	42
20465	861507	28	29	24.0	25	20	24.0	30	48.0	23	37	11	28	24	34.0	20	39	24.0	40	50
20471	861516	22	37	28.0	33	48	25.0	50	52.0	37	38	52	55	29	39.0	26	49	24.0	34	54
20472	861518	22	31	25.0	46	47	25.0	35	28.0	38	47	34	64	41	43.0	23	46	28.0	46	62
20473	861519	43	47	27.0	32	40	30.0	63	64.0	35	47	63	61	38	43.0	42	50	24.0	45	53
20474	861521	29	40	28.0	53	52	25.0	44	48.0	44	40	42	52	42	35.0	29	41	28.0	52	56
20481	861531	43	38	26.0	27	26	24.0	40	50.0	30	41	45	57	27	33.0	36	48	23.0	43	53
20488	861561	35	28	28.0	31	32	30.0	48	52.0	33	43	35	42	31	36.0	32	39	26.0	39	50
20495	861586	40	30	25.0	45	36	29.0	49	57.0	46	32	54	64	39	39.0	52	47	24.0	58	54
20496	861590	39	49	24.0	51	49	25.0	55	69.0	48	48	29	60	43	30.0	36	50	28.0	55	60
20503	861612	20	24	19.0	13	20	25.0	25	30.0	28	29	33	18	25	36.0	24	35	25.0	35	37
20508	861632	26	23	28.0	37	26	25.0	40	50.0	24	29	19	36	35	20.0	24	28	27.0	43	46
20511	861637	50	57	30.0	58	55	30.0	65	70.0	49	49	67	75	48	48.0	57	60	30.0	65	63
20512	861640	32	33	29.0	48	52	29.0	36	34.0	38	40	41	27	44	29.0	45	22	30.0	61	47
20517	861652	42	43	30.0	52	53	30.0	54	67.0	49	44	37	72	42	43.0	50	54	30.0	62	57
20520	861660	48	58	28.0	55	55	30.0	51	66.0	48	41	62	71	41	43.0	47	51	30.0	47	63
20535	861679	20	26	26.0	28	30	25.0	40	54.0	47	46	32	44	47	35.0	43	29	28.0	71	53
20536	861680	28	15	25.0	33	28	24.0	51	49.0	33	40	37	25	32	38.0	24	24	28.0	58	51
20538	861683	30	14	24.0	20	16	21.0	54	49.0	47	45	35	54	40	40.0	29	34	19.0	68	59
20539	861684	45	48	21.0	51	51	28.0	61	64.0	42	50	66	72	43	41.0	55	44	23.0	67	54
20541	861687	30	36	26.0	53	44	25.0	48	52.0	35	40	40	61	45	32.0	58	28	26.0	56	36
20542	861688	17	14	24.0	21	20	22.0	34	29.0	48	50	37	19	35	30.0	22	17	26.0	50	50
20545	861694	49	55	28.0	45	51	30.0	68	60.0	48	48	56	66	46	41.0	51	46	30.0	68	55
20546	861695	28	33	26.0	35	29	24.0	36	42.0	34	45	41	58	29	36.0	29	30	26.0	42	50
20547	861696	41	55	22.0	47	51	21.0	36	52.0	29	44	47	62	42	38.0	46	30	17.0	46	55
20548	861697	20	17	25.0	13	24	20.0	37	47.0	38	46	30	38	31	37.0	20	27	27.0	41	44
20551	861701	58	59	29.0	56	59	30.0	70	71.0	49	50	75	72	46	42.0	60	56	30.0	75	65
20552	861702	21	29	26.0	29	34	29.0	36	50.0	49	41	41	48	37	39.0	26	29	26.0	47	50
20555	861707	52	57	28.0	53	56	30.0	60	62.0	47	46	57	73	47	43.0	58	48	30.0	67	57
20559	861713	33	29	26.0	35	37	30.0	57	53.0	47	45	33	55	41	36.0	38	27	28.0	63	60
20563	861719	30	51	26.0	51	43	28.0	52	63.0	44	45	52	63	46	39.0	45	43	28.0	65	64
20564	861720	17	33	26.0	31	28	24.0	38	36.0	27	31	32	20	33	28.0	24	25	20.0	43	45
20567	861725	20	41	22.0	24	35	24.0	37	48.0	40	46	29	49	43	28.0	42	26	28.0	66	51
20568	861726	37	29	26.0	40	28	26.0	57	56.0	44	40	35	34	41	36.0	34	26	26.0	55	58
20570	861729	30	32	25.0	31	26	22.0	30	33.0	35	27	28	36	39	34.0	20	26	28.0	51	26
20571	861730	21	35	26.0	24	27	20.0	46	40.0	39	34	29	37	27	33.0	29	22	25.0	49	55
20573	861733	20	38	27.0	34	35	21.0	26	33.0	31	41	28	50	38	34.0	31	20	27.0	53	57
20574	861734	23	20	24.0	28	33	23.0	49	41.0	34	38	38	40	28	35.0	20	21	25.0	33	39
20576	861738	39	53	23.0	45	30	28.0	54	53.0	35	43	55	63	36	41.0	43	41	20.0	54	49
20577	861740	29	39	27.0	21	32	20.0	28	34.0	25	42	14	39	32	35.0	20	35	26.0	55	53
20584	861755	20	27	26.0	38	35	18.0	30	20.0	35	37	31	58	31	36.0	20	25	26.0	28	35
20585	861757	50	56	30.0	54	57	30.0	56	59.0	48	49	54	73	45	43.0	54	46	30.0	69	66
20593	861807	27	30	22.0	25	20	18.0	45	31.0	33	35	11	30	41	34.0	25	22	18.0	45	60
20595	861809	25	27	0.0	25	25	0.0	46	30.0	32	20	26	37	29	29.0	27	25	0.0	64	47
20597	861844	28	24	18.0	28	34	20.0	59	53.0	27	34	16	37	29	31.0	25	30	27.0	22	49
20600	861851	23	31	19.0	45	24	17.0	43	34.0	35	40	27	44	40	33.0	33	32	13.0	40	58
20603	861877	48	59	22.0	46	47	28.0	53	68.0	39	42	48	69	46	43.0	46	52	24.0	52	62
20610	861888	37	59	24.0	46	42	28.0	45	70.0	40	46	25	60	37	33.0	30	49	24.0	52	54
20619	861900	44	56	22.0	45	52	26.0	46	68.0	41	42	44	63	42	43.0	49	53	27.0	54	57
20620	861901	33	44	25.0	42	31	20.0	32	59.0	46	38	59	54	33	30.0	39	42	15.0	53	42
20623	861904	44	51	24.0	45	48	27.0	40	61.0	47	49	30	56	41	41.0	39	54	26.0	56	54
20624	861905	28	10	19.0	22	20	18.0	19	26.0	45	33	41	14	28	27.0	30	24	11.0	44	40
20626	861908	40	53	24.0	49	37	28.0	38	48.0	42	49	39	71	37	40.0	44	53	25.0	44	60
20627	861909	42	60	24.0	54	43	27.0	50	60.0	31	48	42	67	38	43.0	57	53	21.0	48	51
20630	861912	28	30	26.0	30	30	20.0	30	26.0	38	32	49	47	30	38.0	37	32	24.0	55	50
20631	861913	16	20	25.0	26	21	19.0	26	26.0	35	34	25	25	32	38.0	23	27	23.0	47	43
20633	861915	49	56	23.0	47	54	27.0	47	61.0	34	48	62	56	45	45.0	55	58	22.0	45	54
20634	861916	42	56	28.0	42	43	18.0	46	60.0	39	49	63	72	39	48.0	40	50	14.0	56	55
20637	861919	30	49	25.0	40	40	20.0	42	39.0	42	44	71	72	33	39.0	42	46	19.0	55	42
20638	861920	33	50	23.0	41	41	25.0	41	42.0	39	50	25	45	41	46.0	39	45	22.0	54	55
20639	861922	28	28	25.0	29	24	25.0	29	32.0	38	42	50	48	30	30.0	33	28	24.0	61	46
20642	861924	38	54	21.0	50	49	27.0	57	63.0	45	46	36	66	42	40.0	48	52	27.0	42	51
20645	861928	48	60	24.0	55	57	29.0	66	72.0	47	47	53	72	42	42.0	58	60	27.0	58	67
20648	861932	36	50	29.0	31	41	25.0	49	58.0	42	41	68	71	40	33.0	49	43	12.0	51	51
20649	861936	30	38	21.0	23	21	11.0	28	18.0	40	27	40	38	27	32.0	26	29	12.0	48	44
20653	861941	31	34	28.0	29	45	21.0	33	59.0	22	40	52	70	34	36.0	32	50	24.0	53	52
20655	861946	25	20	19.0	27	20	15.0	21	19.0	40	17	38	35	28	14.0	29	17	14.0	54	29
20657	861949	15	26	19.0	14	23	16.0	30	15.0	21	26	34	37	29	33.0	26	20	11.0	52	36
20664	861962	34	48	28.0	43	47	25.0	64	69.0	47	45	72	75	48	42.0	57	47	25.0	61	57
20667	861967	24	28	24.0	37	27	15.0	36	15.0	45	34	29	33	34	29.0	41	36	11.0	47	44
20668	861968	27	24	23.0	20	27	14.0	19	29.0	29	29	35	31	26	23.0	37	26	11.0	51	28
20669	861971	30	24	26.0	40	27	13.0	31	27.0	33	35	57	48	34	37.0	34	44	26.0	66	49
20670	861973	31	26	25.0	42	34	15.0	35	63.0	33	39	49	47	30	35.0	32	29	25.0	64	44
20675	862031	27	34	23.0	28	27	17.0	21	32.0	44	38	46	40	31	34.0	41	33	10.0	55	50
20676	862035	20	24	19.0	32	23	18.0	29	17.0	36	29	25	35	29	30.0	31	27	10.0	51	41
20711	862087	28	20	19.0	30	20	11.0	46	37.0	23	20	38	45	29	29.0	41	24	17.0	45	41
20716	862093	38	20	26.0	31	40	25.0	63	58.0	45	43	50	65	46	25.0	47	50	25.0	66	59
20717	862094	50	52	29.0	57	57	25.0	64	68.0	49	49	54	75	47	40.0	58	56	26.0	65	60
20729	862131	23	21	22.0	38	32	27.0	43	47.0	40	43	35	46	42	32.0	33	28	16.0	62	56
20740	862153	34	39	23.0	36	45	23.0	64	70.0	49	50	57	68	46	31.0	58	53	12.0	63	56
20742	862157	35	36	20.0	35	47	17.0	56	47.0	44	43	52	62	36	28.0	49	39	12.0	57	52
20743	862159	12	26	26.0	20	23	24.0	26	31.0	45	27	16	36	35	19.0	34	21	13.0	55	46
20751	862184	25	14	19.0	20	25	14.0	51	43.0	21	36	20	26	18	23.0	21	22	10.0	47	42
20754	862210	31	31	0.0	27	27	0.0	45	49.0	42	38	43	56	42	37.0	39	34	0.0	59	61
20760	862240	32	11	0.0	25	34	0.0	47	46.0	39	21	25	28	27	40.0	36	25	0.0	59	51
20762	862263	26	24	24.0	9	34	15.0	39	49.0	27	43	20	43	28	34.0	25	41	13.0	39	56
20763	862264	38	31	29.0	37	38	22.0	50	64.0	47	46	58	65	43	47.0	54	46	30.0	53	54
20772	862280	33	27	29.0	31	20	24.0	43	47.0	42	35	46	48	39	45.0	40	33	30.0	46	38
20787	862308	55	57	30.0	54	57	23.0	64	75.0	48	44	62	73	46	48.0	55	52	30.0	53	58
20790	862314	47	54	29.0	53	56	27.0	49	75.0	46	47	65	75	42	47.0	51	45	30.0	61	57
20804	862340	21	29	25.0	15	28	25.0	39	25.0	27	24	37	46	33	37.0	25	23	28.0	40	41
20806	862365	34	31	25.0	30	20	20.0	49	51.0	42	24	28	20	25	34.0	29	20	23.0	53	29
20808	862371	31	21	24.0	27	20	19.0	35	27.0	35	34	51	49	34	33.0	38	20	24.0	52	39
20811	862373	48	46	29.0	56	48	27.0	63	64.0	44	48	42	63	41	49.0	47	43	23.0	57	56
20812	862375	10	28	25.0	20	20	20.0	33	45.0	23	30	41	53	29	32.0	39	25	25.0	37	42
20813	862376	21	16	25.0	25	20	26.0	28	42.0	47	41	28	37	34	38.0	29	20	26.0	49	45
20814	862377	48	55	30.0	50	50	25.0	68	73.0	48	48	70	73	45	49.0	54	54	30.0	64	60
20815	862379	41	46	30.0	46	38	29.0	58	63.0	48	45	55	55	45	48.0	57	32	30.0	66	64
20816	862380	41	39	29.0	39	39	28.0	58	63.0	45	41	47	50	44	46.0	51	24	24.0	63	52
20821	862385	21	21	24.0	27	22	28.0	35	38.0	41	35	34	50	35	43.0	35	32	28.0	48	46
20826	862403	30	33	30.0	40	36	26.0	60	60.0	47	39	41	55	35	44.0	45	32	22.0	65	45
20829	862406	31	43	24.0	34	36	27.0	57	71.0	28	38	37	55	31	44.0	48	35	23.0	57	54
20832	862409	35	43	30.0	44	48	29.0	59	70.0	41	41	45	73	43	45.0	54	46	30.0	59	56
20833	862410	41	56	30.0	42	57	29.0	72	74.0	46	41	60	75	41	50.0	53	56	30.0	58	60
20835	862412	36	20	26.0	28	20	25.0	48	47.0	29	25	6	41	31	36.0	35	28	24.0	54	46
20842	862421	33	48	26.0	41	39	27.0	59	65.0	46	43	51	67	37	40.0	38	38	30.0	47	54
20845	862424	35	33	25.0	44	29	25.0	45	55.0	37	35	46	50	37	35.0	39	31	30.0	41	34
